baseline	range	threads	beam_size	final_beam_multiply	build_seconds	index_build_seconds	preprocess_seconds	space_usage_bytes	space_usage_source	rss_delta_bytes	cache_bytes	recall	avg_ms	qps	kpqs	valid_queries
rangefilteredann_vamana_tree	100	224	160	1	474.849356	474.847023	0.002333	15479599104	rss_delta_bytes	15479599104	0	0.989200	0.014818	67487.658519	67.487659	1000
rangefilteredann_vamana_tree	1000	224	160	1	474.849356	474.847023	0.002333	15479599104	rss_delta_bytes	15479599104	0	0.999000	0.040702	24568.678420	24.568678	1000
rangefilteredann_vamana_tree	10000	224	160	1	474.849356	474.847023	0.002333	15479599104	rss_delta_bytes	15479599104	0	0.998600	0.225648	4431.680181	4.431680	1000
rangefilteredann_vamana_tree	100000	224	160	1	474.849356	474.847023	0.002333	15479599104	rss_delta_bytes	15479599104	0	0.997200	0.558410	1790.799366	1.790799	1000
rangefilteredann_vamana_tree	1000000	224	160	1	474.849356	474.847023	0.002333	15479599104	rss_delta_bytes	15479599104	0	0.987400	0.116586	8577.338603	8.577339	1000
