baseline	range	threads	beam_size	final_beam_multiply	build_seconds	index_build_seconds	preprocess_seconds	space_usage_bytes	space_usage_source	rss_delta_bytes	cache_bytes	recall	avg_ms	qps	kpqs	valid_queries
rangefilteredann_vamana_tree	100	224	160	1	21.897924	21.895918	0.002007	3939373056	rss_delta_bytes	3939373056	0	0.990800	0.013725	72858.874415	72.858874	1000
rangefilteredann_vamana_tree	1000	224	160	1	21.897924	21.895918	0.002007	3939373056	rss_delta_bytes	3939373056	0	0.999500	0.012457	80279.023900	80.279024	1000
rangefilteredann_vamana_tree	10000	224	160	1	21.897924	21.895918	0.002007	3939373056	rss_delta_bytes	3939373056	0	0.999600	0.024793	40333.366556	40.333367	1000
rangefilteredann_vamana_tree	100000	224	160	1	21.897924	21.895918	0.002007	3939373056	rss_delta_bytes	3939373056	0	0.999100	0.103806	9633.349792	9.633350	1000
rangefilteredann_vamana_tree	1000000	224	160	1	21.897924	21.895918	0.002007	3939373056	rss_delta_bytes	3939373056	0	0.985900	0.047296	21143.362420	21.143362	1000
