baseline	range	ef	build_seconds	space_usage_bytes	space_usage_source	recall	avg_ms	qps	kpqs	avg_dco	avg_hops	valid_queries
irangegraph	100	160	324.370000	980101876	index_file_bytes	1.000000	0.071532	13979.757239	13.979757	94.366000	100.867000	1000
irangegraph	1000	160	324.370000	980101876	index_file_bytes	0.999600	0.229867	4350.341713	4.350342	763.778000	161.401000	1000
irangegraph	10000	160	324.370000	980101876	index_file_bytes	0.997900	0.320971	3115.546265	3.115546	1353.689000	162.671000	1000
irangegraph	100000	160	324.370000	980101876	index_file_bytes	0.988200	0.350663	2851.740846	2.851741	1576.905000	164.561000	1000
irangegraph	1000000	160	324.370000	980101876	index_file_bytes	0.980800	0.309710	3228.826969	3.228827	1709.602000	169.423000	1000
